,Tweets,label
807,I look good in blue happy,positive
808,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
809,Jyoust a reminder... thank you for this happy,positive
810,Your body hears everything your mind says. Be kind,positive
811, positive and loving always happy,positive
812,Ruby was rehomed for times before she was for months old  now loves her forever home. Pls always consider rescue when,positive
813,3 little ones.. wish you the best happy  sounds like a fun group,positive
814,Naila Raheem is now following me on Twitter!,positive
815,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?,positive
816,Stats for the week have arrived. 1 new follower and NO unfollowers happy  via,positive
817,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get this,positive
818,I love it when pretty girls call me pretty like bitch tf you too happy  let's be friends,positive
819,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Get FREE?,positive
820,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
821,Thanks for the follow! happy,positive
822,EVERY time I think that my skin is getting better,positive
823, it just proves me wrong in a matter of days happy  fuck my life happy )),positive
824,Can you PM me ? :D,positive
825,I had but I have just seen the email. SO GOOD :D,positive
826,Released my 3rd episode of programming for everyone! Be sure to check it out happy,positive
827,i think instant message meant to stay single and fix people's relationships my entire life smile,positive
828,we will be never ready actually happy  idhuellam dialogue ku dhan othu varum..,positive
829,Yes,positive
830, this is the main reason I drink Total selflessness :D,positive
831,Yep I'm going back to school to become an editor hopefully. Can't wait! Your sister really believes in my skills happy,positive
832,Thanks for being top engaged community members this week happy  Want this,positive
833,Currently standing outside the shard with a bag full of empty bottles because I came to work with tom today happy,positive
834,Good evening happy,positive
835,Goals of 2017: Become apart of with and Lose 50 LBSStart Youtube happy,positive
836,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,positive
837,Thank you crew happy,positive
838,Mummy,positive
839, look how big I've become!,positive
840,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
841,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
842,I second that! Thanks for the spin. Very much appreciated. happy,positive
843,Make them feel that you are there to listen to their problems,positive
844, and mag refer kana rin sakanila nice game,positive
845,That would be a great trick happy,positive
846,Wow,positive
847, this looks awesome! Id love to see a VN like this :D,positive
848,Morning,positive
849, Jamie. Passion + perseverance equals  two of the not-so-secret ingredients in the secret sauce of success happy,positive
850,Hi KN fans! happy,positive
851,We bought a 523 litre fridge. I am applying for cold storage license in Bhayander West :D,positive
852,Thanks for being top engaged community members this week happy  Want this,positive
853,for my 2000th tweet i'd like to say i love donghyuck :D,positive
854,I'm a Japanese Directioner :D,positive
855,Remember- vocab knowledge is worth 75% of your grade! Will announce winner tomorrow morning at 10am! happy  15 to purchase! happy,positive
856,good luck! You have my vote smile,positive
857,19 days of school left happy,positive
858,Will you do before and after pictures? I always enjoy your swanky hair happy,positive
859,In class and I'm really bored so why not happy  Rt for one!! Mutuals  non mutuals Pls don't let me flop ;-;,positive
860,GIVING AWAY ALL THESE SOUVENIRS TO 5 LUCKY WINNERS!To Enter: Follow + RTRolling winners in 48 hold on,positive
861,Watch your words happy,positive
862,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?,positive
863,Nice gif happy,positive
864,Share the love:thanks for being top new followers this week happy   Want this,positive
865,But I think you'll do better than me happy,positive
866,Indeed,positive
867, and I suspect you will be one of the few who would get it happy,positive
868,One of our fleet is solely seeharged by domestisee hydro  Toro see,positive
869,for trade ? happy  what yeah want ?,positive
870,Get this to 150!!,positive
871,New twitter acc. happy,positive
872,Share the love - High Value Members of this week happy  (insight by,positive
873,Soon I'll make arts happy,positive
874,That would be a great trick happy,positive
875,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
876,.NOTHING CHANGED BUT THE DATE .. APRIL 28 MAKE S,positive
877,Delma Hanville It's official we are connected on Twitter! Thank you for the follow. Please don't ever Let It Go! happy,positive
878,13 Reasons Why producers: we care about youth mental health :)13RW producers: *show young audience graphic rape and suicide s,positive
879,fun and funny.... this book will warn up your kindle at night happy,positive
880,And that's what's important! happy  that's what I'm trying to remember.,positive
881,Congrats for 3M followers on Instagram! happy,positive
882,Gourmet chocolates are special and should be reserved for special occasions. Plain MMs,positive
883, not being spe,positive
884,Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon,positive
885,Can you guys make the Japanese Greninja's and Waveguider come as well? happy,positive
886,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
887,thanks for the recent follow,positive
888, much appreciated happy   Want this,positive
889,Sister cyril came to our school once happy,positive
890,Join us this Saturday to celebrate our Earth by planting seedings! Head to our FB page for more information. happy,positive
891,we finally got jinyoung to wipe it for jaebum himself but their precious son blocks it for the world to witness it,positive
892,i love him crying with joy,positive
893,kind of like my layout happy,positive
894,New twitter account piss off no idea MAJA SALVADOR is Follow not applicable guys happy,positive
895,thanks for the recent follow,positive
896, much appreciated happy  (Want this for It's Magical!,positive
897,Congratulations very impressive happy,positive
898,Client work for rt and favorite happy,positive
899,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this,positive
900,Did you go all the way to Keem? Have you been up Minaun? That's a good one if you are into extreme driving today smile,positive
901,I really must go see Power Rangers again. smile,positive
902,Maybe I do,positive
903, maybe I don't,positive
904, who knows :D,positive
905,Broadcaster says Fly Away reminds him of early happy,positive
906,Great night! Hope you enjoyed the strip club after happy  Thx for photo,positive
907,Right I seriously need a decent Butterfly Tattoo design,positive
908, if anyone has got a design or could find me one I would be so grateful to you :D,positive
909,thanks for the recent follow. Much appreciated happy   Want this ?,positive
910,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
911,Good evening happy,positive
912,i always knew you woyould like this one better :D hahaha.,positive
913,Sure do! happy,positive
914, yes it would have if it hadn't been for those meddling clouds smile,positive
915,Gamer Follow Train!Follow MeRetweet thisFollow all who retweetedGain active followers happy  450,positive
916,Thanks for sharing my iris photo. I really appreciate it smile,positive
917,rt for 13 ffs-it's not much but they're free-legit-free but follow me first to get them quicker-be patient i will g,positive
918,Myth is a good Team,positive
919, but Genix deserves so much more than Myth! Open your Eyes The Community want,positive
920,Hellooo.. happy  satans-daughter (taylynnox),positive
921,mutual: let's talk more!me: for sure!mutual:  happy  me:,positive
922,Hellooo.. happy  Lil strait (Daddyy_rat),positive
923,Are you also attractive to Liza Soberano? happy,positive
924,Pfft- crying with joy  Oh.. I hope year oldu're okay,positive
925, papa bird? I hope year oldu don't mind? Because I want to stay with year old,positive
926,Hellooo.. happy  Kyle Davies (RebelByACause),positive
927,opera Nirjhor As long as they are not claiming to be the first one :D /Rosi,positive
928,will miss it but I'm on an open education seminar in Palestine happy,positive
929,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via,positive
930,Wow! My friend Dara shared this from her hubby!!! He looks TERRIFIC. :)Order YOURS here -,positive
931,Annapurna studios production no.29 on floors tomorrow. In this heat we are going to turn on the heat happy  can't expre,positive
932,will there be a new amazingphil video today? happy,positive
933,Veronice and Jughead! happy,positive
934,Cpl Swallows just gone over the house. Heard them whilst flying my drone.. happy,positive
935,Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy,positive
936,We've 80 so far in our collection of 150+! happy  New gin menu coming soon as well!,positive
937,That would be a great trick happy,positive
938,i don%27t know he looks so cool crying with joy,positive
939,Hellooo.. happy  pussy (creepz_x),positive
940,on Snapchat happy,positive
941,enjoy smile  h.e.r.,positive
942,rt if you hate me crying with joy,positive
943,Die evil raven! :D,positive
944,Never give up on the things that make you smile happy,positive
945,Stats for the day have arrived. 1 new follower and NO unfollowers happy  via,positive
946,Haha thanks fansnim! happy,positive
947,i took a full drink into my uber; i guess you could say instant message pretty wild. These are the Tuesdays we'll never forget happy,positive
948,It's a very cute picture though :D,positive
949,Play your part in raising funds for :,positive
950,Ohh yeah and we had sausage with our pancakes happy  x,positive
951,especially for people who have low patience level happy,positive
952,online shopping timmeee. anyone got good site suggestions? happy,positive
953,Not really I am a Labour supporter and am actually quite glad happy  I mean how much did he claim in 2009 fuck off,positive
954,Issa Throwback. happy,positive
955,Ouuuuu..... right in the jewels! :D,positive
956,your an inspiration to everyone Miss Jones happy,positive
957,Feeling myself,positive
958, got on my favorite boot cut jeans and roshe runs. No girl is safe today. Have a blessed 4/20 all smile,positive
959,Uncheck new arrivals happy,positive
960,AVI for my man :)Phone made like always wink,positive
961,Hellooo happy  Ross Chaplin  (MasonCooper4),positive
962,I write fiction. Some PR knob who writes sentence fragments on an iPad next to the Shoreditch House piss off,positive
963,Love this!,positive
964,instant message perfectly fine :D how about you fellow ken,positive
965,the displayport to HDMI turned up so we back on to  screens o/ 5 days to get the dual PC stream setup sorted (lol) :D,positive
966,pips singing let it snow crying with joy,positive
967,Let me eat that cake! :D :P,positive
968,Nah  over-rated happy  x,positive
969,You may draw your conclusions from any deviation from that level either in the direction of therapy or prevention,positive
970,Does not matter,positive
971, as long as she's cool,positive
972, I'll like her happy,positive
973,Teaser coming out today at 4pm!Story,positive
974, music and direction by of my favourites by,positive
975,Hey everyone me and Harry have just had pancakes and maple syrup for breakfast . Great way to start the day happy  Miss you a,positive
976,Cheers :D,positive
977,thanks for the recent follow. Much appreciated happy  Want this,positive
978,Thanks for sharing my iris photo. I really appreciate it smile,positive
979,Hey thanks for being top High Value Members of last week,positive
980, have a great,positive
981,I'm sorry but people have to  make a living happy,positive
982,I check Beautiful News every single day,positive
983, It really is uplifting and inspiring,positive
984, plus I want to win that Merc C63 silence  Sooo! happy,positive
985,please let me meet taehyung hiks crying with joy  really hope i could win.This is my first cover,positive
986,year old i am commenting on all the new ladylike videos. trust me. not a troll,positive
987, just me killin time to say hey! :D,positive
988,celebrate Hitler's birthday! =D,positive
989,Just delivered my Managing the Online Customer Journey keynote at the Autodesk Partner Event. Incredible event,positive
990,There're time we shcj do/did something that dissapointed ot6,positive
991,there're time shinhwa do/did something,positive
992,well..human. That's all i,positive
993,new video out today happy,positive
994,Merry Christmas everyone happy,positive
995,big love for Anne cox happy,positive
996,Just a new happy,positive
997,Hellooo happy  Jackatkinson (jackat13),positive
998,thanks for the recent follow. Much appreciated happy  Get it,positive
999,thanks for the recent follow,positive
1000, much appreciated happy   Want this,positive
1001,Thanks for having me!! :D,positive
1002,Hellooo happy  Xbox adHatter (XboxMadHatter),positive
1003,is the RockSoc still going? I was there at the beginning smile,positive
1004,wow whattay decision both parties celebrating :D,positive
1005,Free market is tops!!! Real human rights sound great to me,positive
1006, thanks for your articles. B,positive
1007,Hahaa I'm second best always happy,positive
1008,Hellooo happy  KT Bear (FFABear),positive
1009,Superstar thanks so much for the kind words! Look forward to seeing you soon buddy smile,positive
1010,yes... kind of funny and creepy at the same time  happy,positive
1011,Ministers of PMLN are happy like those students who never studied for exams  luckily exams got delayed. They'll still ha,positive
1012,If you can send me a DM with your postcode I can check a few of your local stores. Look forward to your reply happy  - Nathan 2/2,positive
1013,Petronas blue/green isnt that far away from Billy Monger blue/green.  Just a thought happy,positive
1014,I have tested all sweet dishes but they are not as sweet as my lovers lips :)MARVOREE MagpasikatOnShowtime,positive
1015,Ma de tonight i don%27t really care crying with joy,positive
1016,Had a fun welcome back to taping! first day for happy  Mainit. Pawisan. Dirty. I really miss this,positive
1017,Oh you American cultists :D,positive
1018,Hi Stefan :)I am pretty confident this is isolated case and I would be glad to help with it.Could you DM me,positive
1019,Hellooo happy  PixelSavage (Pixel_Savage_Yo),positive
1020,I feel that way about life and is what gets me through everyday in a positive mood! happy,positive
1021,Your life is a reflection of the way you think. If you change the way you think,positive
1022, you change your whole life happy,positive
1023,More kid/parent friendly spaces like this please.,positive
1024,That would be a great trick happy,positive
1025,Va astept la acest eveniment! :)Next events:,positive
1026,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
1027,.listen to this beautiful video of her si,positive
1028,mutual: let's talk more!me: for sure!mutual:  happy  me:,positive
1029,happy birthday crying with joy  yoyour so so cool and i hope yoyour day goes super good,positive
1030,Hellooo happy  CJAY (CJAY_100),positive
1031,Thats sooooooooooooo sick!!!! xD Thanks so much for making it Kin!! I love it! :D,positive
1032,That would be a great trick happy,positive
1033,I think I've finally figured out the tattoo I'm getting in August :D,positive
1034,So excited for ball to start smile    my baby is in minor B and I absolutely love watching them play,positive
1035,Playing with the photo editor happy,positive
1036,Thank you! happy,positive
1037,Hellooo happy  Bluey (xBlueys),positive
1038,I love you so much Rui-chan smile  smile,positive
1039,Hellooo happy  Xbox adHatter (XboxMadHatter),positive
1040,Mine isn't.  They back Jeremy 100% I'm pleased to say happy,positive
1041,I dedicate this song to,positive
1042,Thanks brother ,positive
1043,stay cool ,positive
1044,keep loving Deepika ,positive
1045,ban ja hero :D,positive
1046,Made new logotypes for Really fun to work on  You should follow if you want to keep yourself updated,positive
1047,Shut up,positive
1048, you don't ever have to thank me J hunt,positive
1049, I'll always be there. Love you happy,positive
1050,Dispo 3LANs happy,positive
1051,laughing out loud so cuteee happy,positive
1052,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this ?,positive
1053,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
1054,That would be a great trick happy,positive
1055,Sir Ash Ketchum and Princess May. happy,positive
1056,this guy got me into exo back in 2013. he was also my very first bias in kpop. to be honest i miss him so much. happy birthd,positive
1057,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
1058,Hi Yolandi,positive
1059, thanks so much for following us! We'd love to know what you think of our flooring range happy,positive
1060,That's the law of nature happy,positive
1061,thanks happy,positive
1062,Get your Own Rover :Dthey are Double Sided! check it out shipping: worldwide!,positive
1063,Prettier 1.0 is not the end. I just released 1.2.0 that fixes another batch of edge cases happy,positive
1064,thanks for the recent follow. Much appreciated happy  Want this?,positive
1065,.Thanks so much for the RT,positive
1066, and have yourself a groovy Thursday!  happy,positive
1067,your always welcome thank you sa treat sa susunod ako happy,positive
1068,These are for  happy,positive
1069,Slayin_Bodies Going Live...Please Tune In...Thank You happy,positive
1070,Made my day! Great story happy,positive
1071,i will do happy,positive
1072,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
1073,Maybe? Definitely! happy  Also,positive
1074, try the front door,positive
1075, it may be open happy,positive
1076,thanks for the follow,positive
1077, have a great week!! happy,positive
1078,haha! i would love to work for a train company :D be a great dream come true!,positive
1079,Dumbing down of popular entertainment is an important issue.,positive
1080,Hey thanks for being top new followers this week! Much appreciated happy,positive
1081,i swear sometimes it's cool to break some mutuals happy,positive
1082,........Yeah sure happy,positive
1083,Go to Five Below. You can get a decent protective case that's cute for 5 bucks happy  it's where I got mi,positive
1084,Hey thanks for being top new followers this week! Much appreciated happy   Want this ?,positive
1085,Thanks for being High Value Member  this week,positive
1086, Much appreciated happy,positive
1087,I love laying in a meadow of flowers listening to Mellow's music ...a great way to relax smile,positive
1088,not going to burst more data crying with joy,positive
1089,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,positive
1090,thanks for the recent follow. Much appreciated happy   Want this ?,positive
1091,I say keep with it. happy,positive
1092,In case you missed it,positive
1093, I released a new video about game genres.RTs are super appreciated happy,positive
1094,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
1095,Dude,positive
1096, this freaking chapter of One Piece!! It's definitely a good one! :D,positive
1097,Who wants some good vibes? Watch this on YouTube or TV100 application now for FREE happy,positive
1098,No worries happy,positive
1099,Nitpicking,positive
1100, I know. happy,positive
1101,and the hype is real happy,positive
1102,FL design Done by me  Inspired from FL  Hopyou you all love it,positive
1103,Bambam talks the most tonight :D,positive
1104,my favorite hobby is finding the negative in a positive thing happy,positive
1105,Hey thanks for being top new followers this week! Much appreciated happy   Want this ?,positive
1106,Ah,positive
1107, sorry about that. You can always ask us to follow you so you can DM you happy,positive
1108,after that I was charged because of the driver happy  after waiting in the sun for 10 minutes! TEN!,positive
1109,to WIN draw for free download of for Celebrate with us. Developed by for,positive
1110,true,positive
1111,They pinched him on a free? His quality on FM smile,positive
1112,CSGOBOUNTY GIVEAWAY - 1 random KEY. 25 RETWEETS,positive
1113, random winner :D Retweet AND LIKE to be able to win happy,positive
1114,Thanks for the recent follow Happy to connect happy  have a great Wednesday.,positive
1115,You are welcome happy,positive
1116,This makes a great point,positive
1117, I really liked  happy,positive
1118,Superstar thanks so much for the kind words! Look forward to seeing you soon buddy smile,positive
1119,Can you do that when player kills you. Then the player rank would show up. happy,positive
1120,True! U can waste a day in social media and reading websites. On the other hand,positive
1121, idea of saying No to almo,positive
1122,i love him so much i want to kindly stroke his penis :D,positive
1123,Thanks,positive
1124, i'll give it a try happy,positive
1125,I would say quite a lot...but hey,positive
1126, that's Europe,positive
1127, rather than the UK,positive
1128, isn't it? smile  Britain co,positive
1129,YO THANK YOU FOR OVER 15,positive
1130,515 SUBSCRIBERS!!!! :DTHE CONTINUES!,positive
1131,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want it,positive
1132,Last retweet about happy,positive
1133,Hello everyone,positive
1134, have a great Thursday! Looking forward to reading your tweets happy   Want this,positive
1135,apr. 26th beach house! dinner+music+ party with oldies goldies happy  buffet / BBQ 40TLbeer-  wein10TL raki12.5TL h,positive
1136,We've been selected among the top 20 Social Media blogs,positive
1137, woot! smile,positive
1138,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
1139,I wanted $25 million and they were only offering 24. smile,positive
1140,Give away Random RT! for a chance to win a 10USD iTunes or GP gift card! Winner will be selected in a few minutes happy,positive
1141,Share the love: thanks for being top new followers this week happy  Get it,positive
1142,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Get FREE?,positive
1143,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this,positive
1144,Thanks for being top engaged community members this week happy  (Want this? It's FREE!,positive
1145,What a beauty he scored the other night!! Hope we get him too happy,positive
1146,And you were there happy,positive
1147,haha! Very good tweet mate happy  heard your a big boy account! The King shit happensould we say happy  any chance of a shit happens,positive
1148,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this?,positive
1149,I appreciate the sentiment but I couldn't do that. happy,positive
1150,Younger. Softer. crying with joy,positive
1151,Happy many days,positive
1152, months and years of bonding and happiness  family MCLISSE StarMu,positive
1153,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
1154,I'm happy   happy,positive
1155,Yes! With subtitles only happy,positive
1156,Thanks for the recent follow Happy to connect happy  have a great Wednesday. Want this,positive
1157,co,positive
1158,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get it,positive
1159,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
1160,thank you! happy,positive
1161,That would be a great trick happy,positive
1162,thanks for the recent follow. Much appreciated happy   Want this ?,positive
1163,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want it,positive
1164,[bot] i'm not perfect happy,positive
1165,Retweet if you are with us? Kaway kaway family :)MCLISSE StarMusicIfWeFallinLove,positive
1166,We have a few breweries in the UK too.... smile,positive
1167,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this?,positive
1168,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
1169,I've had it since December  my hairs stopped snapping off! It's made a massive difference! Get the,positive
1170,Be happy,positive
1171, love happy,positive
1172,That would be a great trick happy,positive
1173,Do It Like It's Legal sweaters  ..More designs available at,positive
1174,Great groove to this tune by and .. Thinking in Rewind,positive
1175,Mrs King is excited to work with students today! Check out this cool classroom shape! Lots of math in here happy,positive
1176,$ES_F $SPY  Bulls are just relentless  happy   Some setups I like today,positive
1177,Thanks for the recent follow Happy to connect happy  have a great Thursday.,positive
1178,Thanks for the recent follow Happy to connect happy  have a great Thursday.  Want this,positive
1179,Thanks for the recent follow Happy to connect happy  have a great Thursday. Want this,positive
1180,you know that the problem still exist :D,positive
1181,Thanks for the recent follow Happy to connect happy  have a great Thursday. Get this,positive
1182,- top engaged members this week happy,positive
1183,ngam to  weeks left for cadet pilot exam crying with joy,positive
1184,Great! You're welcome Josh happy  ^Adam,positive
1185,Sixth spot not applicable Team! Higher pa! :)KISSES TheFashionIcon,positive
0,How unhappy  some dogs like it though,negative
1,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,negative
2,Does anybody know if the Rand's likely to fall against the dollar? I got some money  I need to change into R but it keeps getting stronger unhappy ,negative
3,I miss going to gigs in Liverpool unhappy ,negative
4,There isnt a new Riverdale tonight ? unhappy ,negative
5,it's that A*dy guy from pop Asia and then the translator so they'll probs go with them around Aus unhappy ,negative
6,Who's that chair you're sitting in? Is this how I find out. Everyone knows now. You've shamed me in pu,negative
7,don't like how jittery caffeine makes me sad ,negative
8,My area's not on the list unhappy  think I'll go LibDems anyway,negative
9,I want fun plans this weekend unhappy ,negative
10,When can you notice me.  unhappy  what?  ,negative
11,Ahhhhh! You recognized LOGAN!!! Cinemax shows have a BAD track record for getting cancelled unhappy ,negative
12,Errr dude.... They're gone unhappy  Asked other league memeber to check  the guys are go ,negative
13,Not you again sad  ,negative
14,Why would Harvey be going to prison? unhappy ,negative
15,Missing in crying  Seaside area. ,negative
16,Becoz if we will depend on your promoting its waste of hardwork to all team who ,negative
17,I thought you'll save me crying ,negative
18,major waffle cravings right now sad ,negative
19,cant speak japanese ::(,negative
20,how can people do stuff like this unhappy  ,negative
21,please just stop confining animals in zoos unhappy  ,negative
22,Feel like i shoyould be telling you to get the fuck out social media byout also feel really mean because unhappy  silence  love yoyou hope yoyoure okay ,negative
23,i miss you huhu so busy unhappy ,negative
24,it was extended family. 12 ppl.ahh wanted to show a Oh My Girl being dorky while playing a game but it got deleted unhappy ,negative
25,Don't do that unhappy ,negative
26,Jamie can you please reset the CGa grandfinal server... no administrator are responding unhappy ,negative
27,noOoooooo YOU GONNA MISS THE BUFFET unhappy  TAKE CARE AIN!!!!!!!!!!!!!!!!! ,negative
28,I wish i could vote for you unhappy ,negative
29,instant message so jealous okay unhappy  but never mind haha bruno can wait finals first,negative
30,when i'm enlisting can please turn up like this unhappy  ,negative
31,unhappy  how come people like this have children where's the state intervention ,negative
32,Ouchhhhh unhappy  ,negative
33,Help... I want to stop tweeting. All I feel is endless suffering and pain. I tried to deactivate myself many times... Save me... unhappy ,negative
34,For those asking,negative
35, the application is Kana Kanji Funtime! Sadly,negative
36, it looks like iOS 11 is due to kill it unhappy  ,negative
37,Yeah did update to 16.04 ,negative
38, it froze a few times. Then went to 16.10,negative
39, froze mid install. Waited 3hrs he'd to pull plug crying ,negative
40,Shaandaar,negative
41, Zabardast,negative
42, Another ATBB on it's way ! I wish Srk Sir starts signing good movies unhappy  ,negative
43,I want Jabee crying ,negative
44,sociopath full raid gear sad  ,negative
45,When will you say hi sunshine ? unhappy  ,negative
46,i feel bad for doing that AHAHA unhappy ,negative
47,it's getting harder and harder to stay unhappy ,negative
48,His face looks bloated unhappy  baby get well soon ,negative
49,fuck. tried changing my settings but still in india. unhappy ,negative
50,talking to my over driver about where I'm goinghe said he'd love to go to New York too but since Trump it's probably not,negative
51,Let's not forget that it's also Gabriel Tenma White's birthday today!I miss unhappy  ,negative
52,Why am i always taken for granted eversince unhappy ,negative
53,Ah alright,negative
54, i don%27t know if you saw my comment yet,negative
55, but what camera you shooting with,negative
56, does it have flip out scr ,negative
57,I miss Louis' tweets unhappy ,negative
58,Koalas are dying of thirst  and it's all because of us unhappy  ,negative
59,okay I'll shut up now. instant message just mad that lots of people will now have a VERY flawed opinion on mental health ( on mine) because of this show unhappy ,negative
60,pamura isa because in this very moment,negative
61, i want to explode like a grenade to the point where people will die with me. sad ,negative
62,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,negative
63,i really want one of those iconic jimin stripes turtleneck shirt unhappy ,negative
64,I want a spoons but I cant go unhappy  honestly feels like a messy break up unhappy ,negative
65,Makes me so sad unhappy  they looked so unhappy when I went to SeaWorld ,negative
66,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,negative
67,I miss Rockys posts unhappy  ,negative
68,Hey Tony,negative
69, oh no unhappy  Could you please tell me a little more about your issue? Im following if youd prefer to DM. Amanda,negative
70,i love mason and miss mason unhappy ,negative
71,Cold as a mother crusher right now. Nearing the end of April. sad ,negative
72,we don%27t talk anymore like we used to do unhappy ,negative
73,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,negative
74,miss biking unhappy ,negative
75,I miss Big brother unhappy ,negative
76,6 days in camp haiss miss you a lot unhappy ,negative
77,It's raining so hard unhappy ,negative
78,Am bored and kandowiandg I have ando plaands for today is makiandg me eveand more bored unhappy ,negative
79,oh my god not laurie penny unhappy ,negative
80,can you say Hi Mekisha? unhappy ,negative
81,I should never draw again unhappy ,negative
82,Cleantha ,negative
83,Visual Studio Installation - 89% .. BSOD comes suddenly unhappy ,negative
84,i want to make waffles unhappy ,negative
85,So sad unhappy  ,negative
86,crying  muh feels,negative
87,Look like somethings i will ignore xD Kart Racing when? unhappy ,negative
88,did ate jenna just blocked me or what? unhappy ,negative
89,My bed is so comfortable I don't want to get up unhappy ,negative
90,Is that store still in use? If so,negative
91, I sincerely hope not too many priceless antiques were destroyed. Reg ,negative
92,Astaga unhappy  /? ,negative
93,I want a puppy now unhappy ,negative
94,have to work unhappy  but i'll see you tomorrow!! ,negative
95,happy weed day without them is not the same anymore unhappy ,negative
96,my favourite lipstick hilang crying ,negative
97,Time just flies,negative
98, can't believe he will be year for next year unhappy  We're becoming old HAHAHAH :v,negative
99,The new Twitter reply view has me confused... like do I capitalise my replies to people or not? unhappy ,negative
100,Whaddup. Me too crying ,negative
101,unhappy  every time laughing my ass off,negative
102,who's selling an army bomb ver 2??? meet up on sad ,negative
103,Yeesh unhappy  It's fairly warm here.,negative
104,easter has flown unhappy  I'm not ready to give up home luxuries like branded cereal,negative
105,Ohnoo unhappy  unhappy  hope it recuperates sooner!!,negative
106,Her back unhappy  ,negative
107,give me a chance in west server unhappy ,negative
108,but you were going to do it yesterday unhappy ,negative
109,I agree. My issue would be that it all has to be paid for somehow. I just can't see the numbers adding up. sad ,negative
110,I want to drink with cigarettes unhappy ,negative
111,Oh mince unhappy ,negative
112,The manifesto,negative
113, Nick? Might he deliver WHEN the time demands it. Story of his life - ,negative
114,It's okay I've accepted you the way you are unhappy ,negative
115,why do people abuse animals unhappy  they're so loyal,negative
116,i'm actually crying while typing this tweet i just can't take it anymore.. not applicablehulog not applicable knock out d unhappy ,negative
117,imagine if he wins next time too unhappy  unhappy ,negative
118,Same unhappy ,negative
119,I need Cue something that would make me smile....I'll be waiting...:( ,negative
120,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,negative
121,YG should have sent them to MCD. I want to see them holding the trophy unhappy  anyways ,negative
122,these nosebleeds are getting outta hands unhappy ,negative
123,I am perfectly happy being single .. Until I see a happy couple :(KISSES TheFashionIcon,negative
124,Dude I just want more sleep unhappy ,negative
125,Feel so fucking shit today unhappy ,negative
126,wont be able to stream tonight i'm sorry guys unhappy ,negative
127,I face swapped a cat with a dog and it's really upsetting unhappy  ,negative
128,your system does not recognize spaces in last names so for 2nd time unable to check in  forced to wait in unnecessary lines unhappy ,negative
129,still waiting unhappy ,negative
130,- Thank you tons,negative
131, rocks. next question - where is my astro unhappy  ? ,negative
132,It was not your fault,negative
133, but the customs of Argentina that fill you with paperwork unhappy ,negative
134,i tried fixing my choristers dress hem that came undone by taping it with fabric tape but i put it on wrong and its even more ruined unhappy ,negative
135,Small fishie died unhappy ,negative
136,It's too nice outside to be stuck in school all day unhappy ,negative
137,EDM pleaseeeeeeeee   unhappy ,negative
138,oh my god unhappy  next time mishutuuu,negative
139,Can you say Hi julia ??pleasee crying  ,negative
140,Bby unhappy  your emotion  ,negative
141,I seriously thought that Coldplay was going to be band like Depeche Mode or U2,negative
142, just kept going unhappy  ,negative
143,poor baby unhappy  I hate people ,negative
144,unhappy  i have to be strong today jfjfjkf,negative
